price,category,type,make,model,year,finish,condition,auction,shipping_cost,accepts_offers,date
1799.00,solid-body,electric-guitars,Fender,2019 Rarities Telecaster - Limited Edition - Clean Guitar!,,,Excellent,False,59.95,False,2022-04-11T16:33:58-04:00
1702.27,solid-body,electric-guitars,Gibson,Gibson SG in Cherry #229810079,,Special,Brand New,False,0.00,False,2022-04-11T16:33:46-04:00
2199.00,solid-body,electric-guitars,Gibson,Les Paul Classic,2022,Heritage Cherry Sunburst,Mint,False,199.00,True,2022-04-11T16:33:39-04:00
659.00,solid-body,electric-guitars,PRS,SE Santana,2011,Santana Yellow,Very Good,False,199.00,True,2022-04-11T16:33:32-04:00
949.00,solid-body,electric-guitars,Gibson,Les Paul Special,1998,Ebony / Black,Very Good,False,199.00,True,2022-04-11T16:33:26-04:00
699.00,solid-body,electric-guitars,B.C. Rich,ST-III,,Candy Apple Red Metallic,Very Good,False,199.00,True,2022-04-11T16:33:23-04:00
1237.10,solid-body,electric-guitars,PRS,SE Schizoid,2019,Graphic,Excellent,False,141.79,True,2022-04-11T16:33:17-04:00
699.00,solid-body,electric-guitars,Guild,S-1 Polara,2017,Black On Black,Excellent,False,45.00,True,2022-04-11T16:32:50-04:00
1099.99,solid-body,electric-guitars,EVH,Wolfgang Special Electric Guitar,,Satin Surf Green,Brand New,False,45.00,False,2022-04-11T16:32:49-04:00
5222.64,solid-body,electric-guitars,Gibson,Les Paul Standard,,Washed Cherry Vos,Brand New,False,0.00,False,2022-04-11T16:31:43-04:00
3292.11,solid-body,electric-guitars,Framus,Pro Series Panthera II Supreme in,,Nirvana Black Transparent Satin,Brand New,False,230.30,False,2022-04-11T16:30:12-04:00
510.00,solid-body,electric-guitars,Squier,J Mascis Jazzmaster,,Vintage White,Mint,False,65.00,True,2022-04-11T16:30:07-04:00
479.99,solid-body,electric-guitars,Sterling,AX3QM-SPR-M1,2022,Spectrum Red,Brand New,False,0.00,False,2022-04-11T16:29:37-04:00
949.00,solid-body,electric-guitars,Fender,ST12 TX 12-String Stratocaster MIJ,2004 - 2007,Blue,Very Good,False,50.00,True,2022-04-11T16:27:30-04:00
3750.00,solid-body,electric-guitars,ESP,George Lynch Kamikaze 3,,,Excellent,False,100.00,True,2022-04-11T16:26:56-04:00
3134.27,solid-body,electric-guitars,Ernie Ball Music Man,Mariposa,2019,Imperial Black,Excellent,False,34.07,True,2022-04-11T16:26:00-04:00
1899.00,solid-body,electric-guitars,ESP,USA M-III,,Copper Sunburst,Good,False,100.00,False,2022-04-11T16:25:28-04:00
2098.53,solid-body,electric-guitars,Tttides,Custom,2022,Acid,Mint,False,17.02,True,2022-04-11T16:25:27-04:00
2155.25,solid-body,electric-guitars,Gibson,Les Paul Classic 1960 reissue,2005,Tobacco Sunburst,Very Good,False,0.00,True,2022-04-11T16:25:06-04:00
3100.00,solid-body,electric-guitars,Veritas,Texas Miracle,2022,Black Flake,Mint,False,100.00,True,2022-04-11T16:22:47-04:00
2100.00,solid-body,electric-guitars,Fender,Jazzmaster,2021,Mocha Burst,Mint,False,125.00,True,2022-04-11T16:21:42-04:00
899.99,solid-body,electric-guitars,Fender,Fender Vintera Modified Telecaster - Seafoam Green,2019 - Present,Seafoam Green,Very Good,False,130.00,True,2022-04-11T16:21:38-04:00
329.99,solid-body,electric-guitars,Ibanez,RGA42FML-BLF RGA Standard Left-Handed,2020,Blue Lagoon Burst,Very Good,False,60.00,True,2022-04-11T16:19:49-04:00
1250.00,semi-hollow,electric-guitars,PRS,S2 Vela Semi-Hollow,2020,Walnut,Mint,False,75.00,True,2022-04-11T23:40:14-04:00
3949.00,semi-hollow,electric-guitars,Gibson,Memphis '69 ES-335 Historic Re-issue,2016,Vos Light Burst,Very Good,False,80.00,True,2022-04-11T22:53:32-04:00
499.00,semi-hollow,electric-guitars,Epiphone,ES-335 Pro,2012 - 2019,Cherry,Mint,False,25.00,True,2022-04-11T21:07:56-04:00
1199.00,semi-hollow,electric-guitars,PRS,S2 Custom 22 Semi-Hollow,2014,Gray Black,Excellent,False,69.00,True,2022-04-11T20:44:49-04:00
325.00,semi-hollow,electric-guitars,Squier,Classic Vibe '60s Telecaster Thinline,,Orange,Good,False,100.00,True,2022-04-11T20:34:55-04:00
1250.00,semi-hollow,electric-guitars,B&G,Little Sister Crossroad Series,2021,Tobacco,Mint,False,0.00,True,2022-04-11T20:30:01-04:00
525.00,semi-hollow,electric-guitars,Epiphone,ES-339 P90 Pro,2014 - 2019,Cherry,Very Good,False,50.00,True,2022-04-11T20:14:46-04:00
2349.00,semi-hollow,electric-guitars,Gibson,Midtown Custom,2014,Sunburst,Excellent,False,0.00,False,2022-04-11T19:57:55-04:00
2349.00,semi-hollow,electric-guitars,Gibson,Midtown Custom,2014,Sunburst,Excellent,False,0.00,False,2022-04-11T19:51:44-04:00
650.00,semi-hollow,electric-guitars,Epiphone,Sheraton II,1986 - 2007,Sunburst,Very Good,False,0.00,True,2022-04-11T19:50:43-04:00
700.00,semi-hollow,electric-guitars,Eastwood,Classic 6 Deluxe Left-Handed,2010s,Walnut,Excellent,False,80.00,False,2022-04-11T19:48:11-04:00
760.00,semi-hollow,electric-guitars,Fender,Classic Series '69 Telecaster Thinline,1999 - 2014,Natural,Very Good,False,0.00,False,2022-04-11T19:44:04-04:00
2382.12,semi-hollow,electric-guitars,Gibson,Memphis ES-335 Dot,2019,Cherry Burst,Good,False,56.72,True,2022-04-11T19:42:41-04:00
1243.73,semi-hollow,electric-guitars,PRS,SE 277 Semi-Hollow Baritone Soapbar,2016 - 2017,Gray Black,Excellent,False,41.46,True,2022-04-11T19:36:45-04:00
995.00,semi-hollow,electric-guitars,Crafter,SA-TMVS,,Tobacco Sunburst,Very Good,False,75.00,True,2022-04-11T19:22:42-04:00
2499.99,semi-hollow,electric-guitars,Gibson,1961  ES-125T Sunburst,,,Good,False,80.00,True,2022-04-11T18:36:31-04:00
5246.49,semi-hollow,electric-guitars,PRS,PRS Paul Reed Smith Hollow Body 2 Piezo & Original Hard Case & Paperwork,2018,Charcoal Cherry,Excellent,False,163.53,True,2022-04-11T18:35:25-04:00
4150.00,semi-hollow,electric-guitars,Gibson,ES-335,1983,Natural,Very Good,False,75.00,True,2022-04-11T18:23:26-04:00
4599.00,semi-hollow,electric-guitars,Gibson,ES-335,2020,Copper Metallic,Mint,False,0.00,True,2022-04-11T18:18:56-04:00
699.00,semi-hollow,electric-guitars,Hagstrom,Viking,2016,Wild Cherry,Excellent,False,50.00,True,2022-04-11T18:13:54-04:00
1500.00,semi-hollow,electric-guitars,Epiphone,Tom Delonge Signature ES-333,2008 - 2019,Brown with Cream Stripe,Excellent,False,0.00,True,2022-04-11T18:02:35-04:00
450.00,semi-hollow,electric-guitars,Epiphone,Casino Worn,2020,Black,Excellent,False,25.00,True,2022-04-11T17:42:02-04:00
545.09,semi-hollow,electric-guitars,Epiphone,Sheraton II,2008 - 2015,Vintage Sunburst,Very Good,False,0.00,True,2022-04-11T17:36:11-04:00
380.00,semi-hollow,electric-guitars,Gretsch,G2622-P90,2000's,Claret Finish,Mint,False,0.00,True,2022-04-11T17:24:13-04:00
2376.45,semi-hollow,electric-guitars,Rickenbacker,330,2000,Jetglo,Very Good,False,283.59,True,2022-04-11T17:20:01-04:00
1099.99,semi-hollow,electric-guitars,Unknown,Vox BC-V90,,Sunburst,Excellent,False,12.50,True,2022-04-11T17:09:33-04:00
18990.00,semi-hollow,electric-guitars,Gibson,ES-335 TDC,1965,Cherry Red,Excellent,False,375.00,False,2022-04-11T16:49:57-04:00
450.00,semi-hollow,electric-guitars,Schecter,Diamond Series C/SH-1 Semi-Hollow,2000s,Transparent Red,Very Good,False,200.00,True,2022-04-11T16:44:29-04:00
1549.00,semi-hollow,electric-guitars,Eastman,ER1,,Classic,Very Good,False,199.00,True,2022-04-11T16:37:44-04:00
1439.99,semi-hollow,electric-guitars,Eastman,T486 Electric Guitar w/ Case,,Red,Brand New,False,180.00,False,2022-04-11T16:33:45-04:00
7500.00,semi-hollow,electric-guitars,Gibson,64’345,2016,Seafoam Green,Excellent,False,0.00,True,2022-04-11T16:18:35-04:00
1749.00,semi-hollow,electric-guitars,Danelectro,3021 ‘Short Horn’ DC-2,1958,Black,Very Good,False,50.00,True,2022-04-11T16:13:14-04:00
899.99,semi-hollow,electric-guitars,Gretsch,Used  G5422TDCG 04092022,,,Very Good,False,0.00,True,2022-04-11T16:05:42-04:00
5999.00,semi-hollow,electric-guitars,Gibson,1964 es-335 reissue,,,Brand New,False,0.00,False,2022-04-11T15:53:55-04:00
8199.00,semi-hollow,electric-guitars,Palen Music,ES-355 Reissue Stop Bar Aged,,Light,Brand New,False,0.00,False,2022-04-11T15:28:26-04:00
675.00,semi-hollow,electric-guitars,Custom,Semi Hollow Double Cut Special,,Natural / Cherry,Excellent,False,200.00,True,2022-04-11T15:25:52-04:00
6825.00,semi-hollow,electric-guitars,Collings,I-35 LC Aged/ThroBaks - Faded Cherry,,,Brand New,False,500.00,False,2022-04-11T15:23:11-04:00
799.99,semi-hollow,electric-guitars,Fano,Omnis GF6,,Sunburst,Excellent,False,350.00,False,2022-04-11T15:15:12-04:00
799.99,semi-hollow,electric-guitars,Epiphone,B.B. King Lucille With Case,2010,Ebony,Good,False,200.00,True,2022-04-11T14:57:58-04:00
5799.00,semi-hollow,electric-guitars,Gibson,Es 355,,Blonde Amber,Excellent,False,125.00,True,2022-04-11T14:57:54-04:00
2100.00,semi-hollow,electric-guitars,Gibson,ES 137 Classic,2007,Heritage Cherry Sunburst,Very Good,False,100.00,False,2022-04-11T14:55:00-04:00
499.00,semi-hollow,electric-guitars,Epiphone,Wildkat,,,Very Good,False,39.00,True,2022-04-11T14:46:05-04:00
435.00,semi-hollow,electric-guitars,Epiphone,Dot 335 Studio,,Natural Grain Matte Red,Excellent,False,75.00,True,2022-04-11T14:18:49-04:00
400.00,semi-hollow,electric-guitars,Squier,Classic Vibe '70s Telecaster Thinline,2021,Olympic White,Very Good,False,200.00,True,2022-04-11T13:55:44-04:00
3999.99,semi-hollow,electric-guitars,Fender,Custom Shop 50's Thinline Telecaster,2019,Black,Excellent,False,85.00,False,2022-04-11T13:52:55-04:00
580.40,semi-hollow,electric-guitars,Gretsch,281-7800-588,,,Brand New,False,0.00,False,2022-04-11T13:28:57-04:00
829.15,semi-hollow,electric-guitars,Gretsch,250-8200-579,,,Brand New,False,0.00,False,2022-04-11T13:28:56-04:00
1500.00,semi-hollow,electric-guitars,All Things Reconsidered,"Custom Scroll ""Strat"" Style",2022,Natural Oil,Very Good,False,150.00,True,2022-04-11T13:28:56-04:00
1950.00,semi-hollow,electric-guitars,Fender,American Elite Telecaster Thinline,2016,Natural,Very Good,False,80.00,True,2022-04-11T13:25:37-04:00
500.00,semi-hollow,electric-guitars,D'Angelico,Premier DC Semi-Hollow Double Cutaway with Stairstep Tailpiece,2010s,Black,Excellent,False,0.00,True,2022-04-11T13:12:56-04:00
1250.00,semi-hollow,electric-guitars,PRS,S2 Vela Semi-Hollow,2020,Walnut,Mint,False,75.00,True,2022-04-11T23:40:14-04:00
3949.00,semi-hollow,electric-guitars,Gibson,Memphis '69 ES-335 Historic Re-issue,2016,Vos Light Burst,Very Good,False,80.00,True,2022-04-11T22:53:32-04:00
499.00,semi-hollow,electric-guitars,Epiphone,ES-335 Pro,2012 - 2019,Cherry,Mint,False,25.00,True,2022-04-11T21:07:56-04:00
1199.00,semi-hollow,electric-guitars,PRS,S2 Custom 22 Semi-Hollow,2014,Gray Black,Excellent,False,69.00,True,2022-04-11T20:44:49-04:00
325.00,semi-hollow,electric-guitars,Squier,Classic Vibe '60s Telecaster Thinline,,Orange,Good,False,100.00,True,2022-04-11T20:34:55-04:00
1250.00,semi-hollow,electric-guitars,B&G,Little Sister Crossroad Series,2021,Tobacco,Mint,False,0.00,True,2022-04-11T20:30:01-04:00
525.00,semi-hollow,electric-guitars,Epiphone,ES-339 P90 Pro,2014 - 2019,Cherry,Very Good,False,50.00,True,2022-04-11T20:14:46-04:00
2349.00,semi-hollow,electric-guitars,Gibson,Midtown Custom,2014,Sunburst,Excellent,False,0.00,False,2022-04-11T19:57:55-04:00
2349.00,semi-hollow,electric-guitars,Gibson,Midtown Custom,2014,Sunburst,Excellent,False,0.00,False,2022-04-11T19:51:44-04:00
650.00,semi-hollow,electric-guitars,Epiphone,Sheraton II,1986 - 2007,Sunburst,Very Good,False,0.00,True,2022-04-11T19:50:43-04:00
700.00,semi-hollow,electric-guitars,Eastwood,Classic 6 Deluxe Left-Handed,2010s,Walnut,Excellent,False,80.00,False,2022-04-11T19:48:11-04:00
760.00,semi-hollow,electric-guitars,Fender,Classic Series '69 Telecaster Thinline,1999 - 2014,Natural,Very Good,False,0.00,False,2022-04-11T19:44:04-04:00
2382.12,semi-hollow,electric-guitars,Gibson,Memphis ES-335 Dot,2019,Cherry Burst,Good,False,56.72,True,2022-04-11T19:42:41-04:00
1243.73,semi-hollow,electric-guitars,PRS,SE 277 Semi-Hollow Baritone Soapbar,2016 - 2017,Gray Black,Excellent,False,41.46,True,2022-04-11T19:36:45-04:00
995.00,semi-hollow,electric-guitars,Crafter,SA-TMVS,,Tobacco Sunburst,Very Good,False,75.00,True,2022-04-11T19:22:42-04:00
2499.99,semi-hollow,electric-guitars,Gibson,1961  ES-125T Sunburst,,,Good,False,80.00,True,2022-04-11T18:36:31-04:00
5246.49,semi-hollow,electric-guitars,PRS,PRS Paul Reed Smith Hollow Body 2 Piezo & Original Hard Case & Paperwork,2018,Charcoal Cherry,Excellent,False,163.53,True,2022-04-11T18:35:25-04:00
4150.00,semi-hollow,electric-guitars,Gibson,ES-335,1983,Natural,Very Good,False,75.00,True,2022-04-11T18:23:26-04:00
4599.00,semi-hollow,electric-guitars,Gibson,ES-335,2020,Copper Metallic,Mint,False,0.00,True,2022-04-11T18:18:56-04:00
699.00,semi-hollow,electric-guitars,Hagstrom,Viking,2016,Wild Cherry,Excellent,False,50.00,True,2022-04-11T18:13:54-04:00
1500.00,semi-hollow,electric-guitars,Epiphone,Tom Delonge Signature ES-333,2008 - 2019,Brown with Cream Stripe,Excellent,False,0.00,True,2022-04-11T18:02:35-04:00
450.00,semi-hollow,electric-guitars,Epiphone,Casino Worn,2020,Black,Excellent,False,25.00,True,2022-04-11T17:42:02-04:00
545.09,semi-hollow,electric-guitars,Epiphone,Sheraton II,2008 - 2015,Vintage Sunburst,Very Good,False,0.00,True,2022-04-11T17:36:11-04:00
380.00,semi-hollow,electric-guitars,Gretsch,G2622-P90,2000's,Claret Finish,Mint,False,0.00,True,2022-04-11T17:24:13-04:00
2376.45,semi-hollow,electric-guitars,Rickenbacker,330,2000,Jetglo,Very Good,False,283.59,True,2022-04-11T17:20:01-04:00
1099.99,semi-hollow,electric-guitars,Unknown,Vox BC-V90,,Sunburst,Excellent,False,12.50,True,2022-04-11T17:09:33-04:00
18990.00,semi-hollow,electric-guitars,Gibson,ES-335 TDC,1965,Cherry Red,Excellent,False,375.00,False,2022-04-11T16:49:57-04:00
450.00,semi-hollow,electric-guitars,Schecter,Diamond Series C/SH-1 Semi-Hollow,2000s,Transparent Red,Very Good,False,200.00,True,2022-04-11T16:44:29-04:00
1549.00,semi-hollow,electric-guitars,Eastman,ER1,,Classic,Very Good,False,199.00,True,2022-04-11T16:37:44-04:00
1439.99,semi-hollow,electric-guitars,Eastman,T486 Electric Guitar w/ Case,,Red,Brand New,False,180.00,False,2022-04-11T16:33:45-04:00
7500.00,semi-hollow,electric-guitars,Gibson,64’345,2016,Seafoam Green,Excellent,False,0.00,True,2022-04-11T16:18:35-04:00
1749.00,semi-hollow,electric-guitars,Danelectro,3021 ‘Short Horn’ DC-2,1958,Black,Very Good,False,50.00,True,2022-04-11T16:13:14-04:00
899.99,semi-hollow,electric-guitars,Gretsch,Used  G5422TDCG 04092022,,,Very Good,False,0.00,True,2022-04-11T16:05:42-04:00
5999.00,semi-hollow,electric-guitars,Gibson,1964 es-335 reissue,,,Brand New,False,0.00,False,2022-04-11T15:53:55-04:00
8199.00,semi-hollow,electric-guitars,Palen Music,ES-355 Reissue Stop Bar Aged,,Light,Brand New,False,0.00,False,2022-04-11T15:28:26-04:00
675.00,semi-hollow,electric-guitars,Custom,Semi Hollow Double Cut Special,,Natural / Cherry,Excellent,False,200.00,True,2022-04-11T15:25:52-04:00
6825.00,semi-hollow,electric-guitars,Collings,I-35 LC Aged/ThroBaks - Faded Cherry,,,Brand New,False,500.00,False,2022-04-11T15:23:11-04:00
799.99,semi-hollow,electric-guitars,Fano,Omnis GF6,,Sunburst,Excellent,False,350.00,False,2022-04-11T15:15:12-04:00
799.99,semi-hollow,electric-guitars,Epiphone,B.B. King Lucille With Case,2010,Ebony,Good,False,200.00,True,2022-04-11T14:57:58-04:00
5799.00,semi-hollow,electric-guitars,Gibson,Es 355,,Blonde Amber,Excellent,False,125.00,True,2022-04-11T14:57:54-04:00
2100.00,semi-hollow,electric-guitars,Gibson,ES 137 Classic,2007,Heritage Cherry Sunburst,Very Good,False,100.00,False,2022-04-11T14:55:00-04:00
499.00,semi-hollow,electric-guitars,Epiphone,Wildkat,,,Very Good,False,39.00,True,2022-04-11T14:46:05-04:00
435.00,semi-hollow,electric-guitars,Epiphone,Dot 335 Studio,,Natural Grain Matte Red,Excellent,False,75.00,True,2022-04-11T14:18:49-04:00
400.00,semi-hollow,electric-guitars,Squier,Classic Vibe '70s Telecaster Thinline,2021,Olympic White,Very Good,False,200.00,True,2022-04-11T13:55:44-04:00
3999.99,semi-hollow,electric-guitars,Fender,Custom Shop 50's Thinline Telecaster,2019,Black,Excellent,False,85.00,False,2022-04-11T13:52:55-04:00
580.40,semi-hollow,electric-guitars,Gretsch,281-7800-588,,,Brand New,False,0.00,False,2022-04-11T13:28:57-04:00
829.15,semi-hollow,electric-guitars,Gretsch,250-8200-579,,,Brand New,False,0.00,False,2022-04-11T13:28:56-04:00
1500.00,semi-hollow,electric-guitars,All Things Reconsidered,"Custom Scroll ""Strat"" Style",2022,Natural Oil,Very Good,False,150.00,True,2022-04-11T13:28:56-04:00
1950.00,semi-hollow,electric-guitars,Fender,American Elite Telecaster Thinline,2016,Natural,Very Good,False,80.00,True,2022-04-11T13:25:37-04:00
500.00,semi-hollow,electric-guitars,D'Angelico,Premier DC Semi-Hollow Double Cutaway with Stairstep Tailpiece,2010s,Black,Excellent,False,0.00,True,2022-04-11T13:12:56-04:00
1099.99,semi-hollow,electric-guitars,Fender,Jim Adkins JA-90 Telecaster Thinline,2021,Crimson Red Transparent,Brand New,False,75.00,False,2022-04-11T12:04:28-05:00
1962.41,semi-hollow,electric-guitars,Gibson,Memphis ES-335 Studio (4-Knob),2016 - 2018,Wine Red,Excellent,False,249.56,False,2022-04-11T11:54:37-05:00
1999.99,semi-hollow,electric-guitars,D'Angelico,Excel DC,2022,Black Dog,Brand New,False,55.00,False,2022-04-11T11:51:42-05:00
849.99,semi-hollow,electric-guitars,D'Angelico,Premier SS,2022,Ocean Turquoise,Brand New,False,55.00,False,2022-04-11T11:51:42-05:00
1439.00,semi-hollow,electric-guitars,Eastman,"T486-RD Thinline, Maple, Seymour Duncan Pickups, Red Finish",2022,Red,Brand New,False,55.00,False,2022-04-11T11:50:16-05:00
2900.00,semi-hollow,electric-guitars,Duesenberg,Alliance Tom Bukovac Session Man Signature,2021,Natural,Mint,False,125.00,True,2022-04-11T11:12:00-05:00
800.00,semi-hollow,electric-guitars,Starfield Japan Ibanez,Cabriolet semi-hollow thin line telecaster style,1992,See Thru Grey,Very Good,False,80.00,True,2022-04-11T11:07:53-05:00
250.00,semi-hollow,electric-guitars,Epiphone,ES-335,Early 2000s,Candy Apple Red,Very Good,False,0.00,False,2022-04-11T11:02:22-05:00
1000.00,semi-hollow,electric-guitars,Gretsch,G5622T-CB Electromatic Center-Block Double Cutaway 3-Pickup +New Epiphone case,2015 - 2016,Georgia Green,Mint,False,85.00,True,2022-04-11T11:00:04-05:00
750.00,semi-hollow,electric-guitars,Fender,Thinline Fender Telecaster,1990's,Red with Wood Grain Visable,Very Good,False,150.00,True,2022-04-11T10:46:35-05:00
1907.81,semi-hollow,electric-guitars,Ibanez,as200,,,Excellent,False,0.00,False,2022-04-11T10:37:41-05:00
525.00,semi-hollow,electric-guitars,Epiphone,ES-339 Pro with Rosewood Fretboard,2019,Vintage Sunburst,Excellent,False,0.00,True,2022-04-11T10:17:05-05:00
649.00,semi-hollow,electric-guitars,Epiphone,ES-335 Figured,,Raspberry,Brand New,False,0.00,False,2022-04-11T09:34:59-05:00
235.00,semi-hollow,electric-guitars,Epiphone,Dot Studio,2004,Alpine White,Non Functioning,False,50.00,True,2022-04-11T09:21:11-05:00
1699.00,semi-hollow,electric-guitars,Eastman,Romeo LA,2021,Celestine Blue,Excellent,False,225.00,True,2022-04-11T08:48:47-05:00
775.00,semi-hollow,electric-guitars,Gretsch,"G5622T Electromatic Center Block Double Cutaway with Bigsby, Laurel Fretboard",2019 - Present,Georgia Green,Mint,False,90.00,True,2022-04-11T08:41:16-05:00
4800.00,semi-hollow,electric-guitars,Gibson,ES-335 1959 Reissue Bigsby,2021,Natural,Mint,False,150.00,True,2022-04-11T08:40:33-05:00
800.00,semi-hollow,electric-guitars,D'Angelico,Premier Bedford SH Limited,2021,Limited Edition Ice Blue Metallic,Mint,False,25.00,True,2022-04-11T07:59:30-05:00
2900.00,semi-hollow,electric-guitars,Grez,Mendocino,2019-2020,Natural,Excellent,False,60.00,False,2022-04-11T07:26:27-05:00
1499.00,semi-hollow,electric-guitars,Ibanez,Artist AS100,1980s,Antique Violin,Excellent,False,0.00,True,2022-04-11T07:03:55-05:00
1905.50,semi-hollow,electric-guitars,PJD,St. John Standard,,White,B-Stock,False,0.00,True,2022-04-11T06:24:19-05:00
681.36,semi-hollow,electric-guitars,Luna,Hollow Body Electric,Year Unknown,Sky Blue,Excellent,False,40.88,True,2022-04-11T05:31:56-05:00
4086.81,semi-hollow,electric-guitars,Gibson,Figured ES-335,,,Very Good,False,102.20,True,2022-04-11T05:27:54-05:00
652.25,semi-hollow,electric-guitars,Gretsch,Gretsch G5622LH Electromatic Center Block Double-Cut | Left-Handed - Georgia Green,2021,Georgia Green,Mint,False,28.36,True,2022-04-11T03:56:42-05:00
1474.65,semi-hollow,electric-guitars,Eastman,T486 Classic,2021,Red,Mint,False,56.72,True,2022-04-11T03:28:50-05:00
2999.99,semi-hollow,electric-guitars,Gibson,Howard Roberts Fusion,1997,Tobacco Sunburst,Excellent,False,225.00,False,2022-04-11T02:29:27-05:00
2803.16,semi-hollow,electric-guitars,Gibson,1995 ES-335 Dot Reissue,1995,,Good,False,227.42,False,2022-04-11T00:48:23-05:00
800.00,semi-hollow,electric-guitars,Danelectro,59M 12-String,2010s,Cherry Sunburst,Mint,False,25.00,True,2022-04-10T23:24:59-05:00
549.00,semi-hollow,electric-guitars,Guild,Starfire I DC Vintage Walnut Double Cutaway Semi Hollow Electric,,,Brand New,False,60.00,False,2022-04-10T23:17:02-05:00
799.99,semi-hollow,electric-guitars,Gretsch,G5622T Electromatic Center Block Double-Cut With Bigsby -,,Orange Stain,Brand New,False,0.00,False,2022-04-10T21:59:29-05:00
799.99,semi-hollow,electric-guitars,Gretsch,G5622T Electromatic Center Block Double-Cut With Bigsby -,,Georgia Green,Brand New,False,0.00,False,2022-04-10T21:54:51-05:00
799.99,semi-hollow,electric-guitars,Gretsch,G5622T Electromatic Center Block Double-Cut With Bigsby -,,Imperial Stain,Brand New,False,0.00,False,2022-04-10T21:54:19-05:00
649.99,semi-hollow,electric-guitars,Gretsch,G2655T-P90 Streamliner Center Block Jr. Double-Cut P90 With Bigsby - Two-Tone,,Midnight Sapphire,Brand New,False,0.00,False,2022-04-10T21:52:09-05:00
600.00,semi-hollow,electric-guitars,Epiphone,Riviera,2020,Sparkling Burgundy,Very Good,False,0.00,True,2022-04-10T21:43:44-05:00
2072.89,semi-hollow,electric-guitars,Rickenbacker,330,2015,Fireglo,Excellent,False,0.00,True,2022-04-10T21:00:24-05:00
900.00,semi-hollow,electric-guitars,Fret-King,Elise,,Black,Excellent,False,0.00,True,2022-04-10T20:39:54-05:00
1499.00,semi-hollow,electric-guitars,Guild,Starfire IV Stop Tail Shoreline Mist 12-String Semi Hollow Electric with case,,,Brand New,False,90.00,False,2022-04-10T20:21:21-05:00
1499.00,semi-hollow,electric-guitars,Guild,Starfire IV Chery Red Stop Tail 12-String Semi Hollow Electric w/ case,,,Brand New,False,90.00,False,2022-04-10T20:16:41-05:00
700.00,semi-hollow,electric-guitars,PRS,SE Zach Myers,2014 - 2017,Trampas Green,Very Good,False,75.00,False,2022-04-10T20:00:17-05:00
567.16,semi-hollow,electric-guitars,Epiphone,ES-335,,,Very Good,False,39.70,True,2022-04-10T17:48:12-05:00
1750.00,semi-hollow,electric-guitars,JW Van,Tele Style,2020,Dog Hair Tuxedo,Excellent,False,500.00,True,2022-04-10T17:07:56-05:00
1000.00,semi-hollow,electric-guitars,Epiphone,Casino Worn,2021,Olive Drab,Excellent,False,100.00,True,2022-04-10T17:01:57-05:00
2100.00,semi-hollow,electric-guitars,Gibson,Midtown,2014,Ebony,Excellent,False,100.00,True,2022-04-10T16:58:02-05:00
2300.00,semi-hollow,electric-guitars,Gibson,Midtown Kalamazoo,2013 - 2015,Vintage Sunburst,Excellent,False,125.00,True,2022-04-10T16:32:53-05:00
1899.00,semi-hollow,electric-guitars,PRS,CE-24 Semi-hollow With Gig Bag,2019,Trampas Green,Very Good,False,200.00,True,2022-04-10T15:57:06-05:00
8800.00,semi-hollow,electric-guitars,Rickenbacker,"365 NS ""Rick-O-Sound"" Stereo",1966,Fireglo,Very Good,False,200.00,True,2022-04-10T15:52:16-05:00
1599.99,semi-hollow,electric-guitars,Taylor,T3/B,,Honey Burst`,Good,False,12.50,True,2022-04-10T15:45:29-05:00
1595.00,semi-hollow,electric-guitars,Strat-Cat Cream,F-line Hollow Body,2022,Cream N Chrome,Excellent,False,0.00,True,2022-04-10T15:31:32-05:00
1019.99,semi-hollow,electric-guitars,D'Angelico,Excel,,678,Mint,False,0.00,True,2022-04-10T15:28:15-05:00
1019.99,semi-hollow,electric-guitars,D'Angelico,Excel,,678,Mint,False,0.00,True,2022-04-10T15:28:04-05:00
2237.89,semi-hollow,electric-guitars,Gibson,ES-335 Dot,,Figured Top,Good,False,65.50,True,2022-04-10T12:53:54-07:00
2500.00,semi-hollow,electric-guitars,Rickenbacker,330,,Jetglo,Mint,False,0.00,True,2022-04-10T12:50:43-07:00
575.00,semi-hollow,electric-guitars,Gretsch,"G2622T Streamliner Center Block with Laurel Fretboard, Bigsby",2019 - Present,Torino Green,Mint,False,120.00,True,2022-04-10T12:35:48-07:00
300.00,semi-hollow,electric-guitars,Firefly,FFTH Thinline Telecaster,2020,Black,Mint,False,0.00,False,2022-04-10T12:21:26-07:00
476.95,semi-hollow,electric-guitars,Cort,Source (335 Style),2002,Natural Finish,Excellent,False,40.88,True,2022-04-10T12:16:43-07:00
1949.93,semi-hollow,electric-guitars,Hopf,Saturn 63,1963,Beige,Very Good,False,116.83,True,2022-04-10T12:15:05-07:00
2589.18,semi-hollow,electric-guitars,Duesenberg,Starplayer TV Phonic,2019 - 2021,Black,Mint,False,0.00,True,2022-04-10T11:39:18-07:00
595.00,semi-hollow,electric-guitars,Eastwood,12-String,2020,White,Mint,False,40.00,True,2022-04-10T11:27:38-07:00
899.00,semi-hollow,electric-guitars,PRS,SE Zach Myers Charcoal Cherry Fade Limited with original gig bag,,,Excellent,False,49.00,False,2022-04-10T11:00:10-07:00
589.86,semi-hollow,electric-guitars,Ibanez,AS93ZW-NT Artcore Expressionist,2019,Natural,Excellent,False,79.40,True,2022-04-10T10:49:30-07:00
